User-ID;ISBN;Book-Rating;Favorite;Bought
51429;847502291X;0;0;0
51429;848012170X;0;0;0
51526;042510107X;0;0;0
51403;044022165X;9;0;0
51449;014062144X;8;0;0
51526;014036711X;7;0;0
51526;033034434X;8;0;0
51526;044022165X;0;0;0
51526;034546687X;6;0;0
51526;034539657X;0;0;0
51526;059035342X;0;0;0
51526;067942573X;0;0;0
51526;068484267X;0;0;0
51627;044100007X;9;0;0
51627;044100282X;0;0;0
51627;082175856X;0;0;0
51803;081257995X;9;0;0
51803;059030271X;10;0;0
51803;092079288X;0;0;0
51883;006018664X;10;0;0
51883;006100720X;0;0;0
51883;002542730X;0;0;0
51883;030700127X;0;0;0
51883;031228294X;0;0;0
51883;034528643X;8;0;0
51883;037303069X;0;0;0
51883;037303220X;0;0;0
51883;037307610X;10;0;0
51883;037307638X;10;0;0
51883;037309471X;10;0;0
51883;037319045X;0;0;0
51883;037319188X;0;0;0
51883;037307865X;10;0;0
51883;037319109X;0;0;0
51627;034540288X;0;0;0
51803;055321165X;0;0;0
51883;006091565X;10;0;0
51883;013143344X;10;0;0
51883;014028009X;0;0;0
51883;006109692X;0;0;0
51883;026382831X;10;0;0
51883;030765656X;10;0;0
51883;034540288X;7;0;0
51883;035233231X;0;0;0
51883;037303055X;0;0;0
51883;037303086X;0;0;0
51883;037309535X;10;0;0
51883;037309597X;10;0;0
51883;034539657X;0;0;0
51883;037305405X;0;0;0
51883;037316131X;0;0;0
51883;037317005X;0;0;0
51883;037319191X;10;0;0
51883;037322186X;0;0;0
51883;037322608X;10;0;0
51883;037370867X;0;0;0
51883;037371145X;10;0;0
51883;037371209X;0;0;0
51883;042513945X;0;0;0
51883;044691049X;0;0;0
51883;037319238X;2;0;0
51883;037324178X;10;0;0
51883;037327307X;10;0;0
51883;037344172X;10;0;0
51883;037322317X;0;0;0
51883;037322429X;0;0;0
51883;037322592X;10;0;0
51883;037370660X;0;0;0
51883;037371128X;10;0;0
51883;037382503X;0;0;0
51883;037370710X;0;0;0
51883;037383361X;0;0;0
51883;038049163X;0;0;0
51883;038071132X;0;0;0
51883;042511872X;0;0;0
51883;038071986X;0;0;0
51883;037319675X;3;0;0
51883;037322415X;0;0;0
51883;037322611X;10;0;0
51883;037324021X;0;0;0
51883;037324584X;0;0;0
51883;037324617X;0;0;0
51883;037327212X;10;0;0
51883;037327260X;10;0;0
51883;037344155X;10;0;0
51883;038518896X;5;0;0
51883;038533656X;0;0;0
51883;041591972X;10;0;0
51883;042511774X;0;0;0
51883;043935806X;0;0;0
51883;043965548X;0;0;0
51883;051511958X;5;0;0
51883;051602678X;0;0;0
51883;055327533X;10;0;0
51883;055344378X;10;0;0
51883;059010683X;0;0;0
51883;059045370X;0;0;0
51883;051512463X;0;0;0
51883;055356854X;0;0;0
51883;059067448X;0;0;0
51883;067169071X;0;0;0
51883;078531492X;10;0;0
51883;080411935X;0;0;0
51883;082176330X;0;0;0
51883;082250457X;0;0;0
51883;093607731X;10;0;0
51883;096419354X;10;0;0
51883;156865524X;0;0;0
51883;067944999X;0;0;0
51883;082171337X;10;0;0
51883;155166304X;10;0;0
51883;155958579X;0;0;0
51883;051757506X;5;0;0
51883;055321876X;0;0;0
51883;055344123X;10;0;0
51883;055356403X;0;0;0
51883;059043599X;0;0;0
51883;059049449X;0;0;0
51883;059051184X;0;0;0
51883;067100185X;0;0;0
51883;067154389X;0;0;0
51883;067188784X;0;0;0
51883;051602681X;0;0;0
51883;055308576X;0;0;0
51883;059033123X;10;0;0
51883;067102423X;10;0;0
51883;067102535X;0;0;0
51883;067146311X;0;0;0
51883;067173508X;0;0;0
51883;068815252X;1;0;0
51883;084393185X;0;0;0
51883;188191903X;10;0;0
51883;188535603X;10;0;0
51883;080213825X;0;0;0
51883;089480829X;0;0;0
51883;089565895X;10;0;0
51883;096347393X;0;0;0
51883;155166416X;10;0;0
51883;155802123X;0;0;0
51883;156282015X;0;0;0
51986;034530988X;10;0;0
52025;078531637X;0;0;0
52025;044842634X;0;0;0
52038;847223259X;9;0;0
52021;020530902X;10;0;0
52025;044842858X;0;0;0
52062;087980436X;0;0;0
52141;039915079X;5;0;0
52203;220730566X;0;0;0
52203;225300670X;0;0;0
52203;202010931X;0;0;0
52203;225300314X;0;0;0
52203;225305156X;8;0;0
52203;225313922X;0;0;0
52203;225313998X;0;0;0
52203;225314150X;0;0;0
52203;225315444X;0;0;0
52203;226402397X;5;0;0
52203;226612515X;9;0;0
52203;227722510X;0;0;0
52203;225303956X;0;0;0
52203;225306193X;0;0;0
52203;226402769X;0;0;0
52203;226612255X;0;0;0
52296;034538430X;8;0;0
52230;014062144X;0;0;0
52203;226607511X;0;0;0
52224;044023722X;0;0;0
52350;006050918X;5;0;0
52350;037570874X;0;0;0
52350;038082101X;0;0;0
52350;055357535X;0;0;0
52350;156389405X;5;0;0
52350;059044168X;10;0;0
52350;220333228X;9;0;0
52350;287097017X;8;0;0
52350;043935806X;9;0;0
52491;055329461X;0;0;0
52525;067987707X;7;0;0
52350;287097051X;8;0;0
52359;038071339X;8;0;0
52614;037316713X;0;0;0
52614;037322561X;0;0;0
52614;037322639X;0;0;0
52614;037324617X;0;0;0
52614;037329171X;0;0;0
52614;037348352X;0;0;0
52598;059035342X;0;0;0
52614;037307607X;0;0;0
52614;037319711X;10;0;0
52614;037320146X;0;0;0
52614;037322687X;0;0;0
52614;002086910X;0;0;0
52614;037303301X;0;0;0
52614;037307445X;0;0;0
52614;037309230X;0;0;0
52614;037319529X;0;0;0
52614;037324178X;0;0;0
52614;037324357X;0;0;0
52614;037325587X;0;0;0
52614;037325914X;0;0;0
52614;037327243X;0;0;0
52614;037329025X;0;0;0
52614;037329154X;0;0;0
52614;037322365X;0;0;0
52614;037322740X;0;0;0
52614;037325959X;0;0;0
52614;037328960X;0;0;0
52614;037329039X;0;0;0
52614;037329235X;0;0;0
52614;006000925X;0;0;0
52614;034545331X;0;0;0
52614;037307896X;0;0;0
52614;037322589X;0;0;0
52614;037322754X;0;0;0
52614;037324195X;0;0;0
52614;037348366X;0;0;0
52614;037329011X;0;0;0
52614;037329218X;0;0;0
52614;037379052X;0;0;0
52614;037379066X;0;0;0
52614;037369136X;0;0;0
52614;037376426X;0;0;0
52614;037376457X;10;0;0
52614;037376569X;0;0;0
52614;044020934X;0;0;0
52614;044022439X;0;0;0
52614;050552449X;0;0;0
52614;050552497X;0;0;0
52614;067172858X;0;0;0
52614;067187098X;10;0;0
52614;037383599X;10;0;0
52614;038081918X;0;0;0
52614;037369105X;0;0;0
52614;037370688X;0;0;0
52614;037370707X;0;0;0
52614;037379133X;0;0;0
52614;037383344X;0;0;0
52614;037383568X;10;0;0
52614;037376359X;0;0;0
52614;037376524X;0;0;0
52614;042509782X;0;0;0
52614;042519521X;0;0;0
52614;050552385X;0;0;0
52614;055328990X;10;0;0
52614;044023719X;0;0;0
52614;050552368X;0;0;0
52614;051509160X;0;0;0
52614;055356160X;8;0;0
52614;055358068X;0;0;0
52614;078600035X;0;0;0
52614;081251050X;0;0;0
52614;082176733X;0;0;0
52614;082176831X;10;0;0
52614;082175369X;0;0;0
52614;082177381X;0;0;0
52614;082177512X;9;0;0
52614;082177221X;0;0;0
52614;084394840X;0;0;0
52614;155166612X;0;0;0
52614;155166898X;0;0;0
52782;014038572X;0;0;0
52673;842063445X;0;0;0
52673;847223682X;8;0;0
52614;074322454X;10;0;0
52614;082177509X;8;0;0
52614;155166707X;0;0;0
52614;073943053X;0;0;0
52614;074343627X;0;0;0
52614;078530195X;0;0;0
52614;155166819X;0;0;0
52805;067102535X;0;0;0
52805;155773738X;0;0;0
52818;067943853X;0;0;0
52845;067976402X;6;0;0
52888;067103605X;0;0;0
52963;088038672X;0;0;0
52963;088038901X;8;0;0
52968;048628753X;0;0;0
52993;043935806X;10;0;0
52928;840124224X;7;0;0
52968;048629109X;0;0;0
53174;006100717X;0;0;0
52928;846630679X;9;0;0
52928;848328006X;0;0;0
52968;048627554X;0;0;0
52968;048640434X;0;0;0
52968;067976402X;1;0;0
53127;039305201X;8;0;0
53149;014062077X;0;0;0
53174;006000925X;0;0;0
53174;006444001X;10;0;0
53174;034529842X;0;0;0
53174;034540761X;9;0;0
53174;038550120X;0;0;0
53174;044022442X;0;0;0
53174;034530280X;0;0;0
53174;034532451X;0;0;0
53174;034538427X;0;0;0
53174;034538430X;0;0;0
53174;037371033X;0;0;0
53174;044022425X;9;0;0
53174;044173118X;0;0;0
53174;060609511X;0;0;0
53174;067973709X;0;0;0
53174;055358183X;0;0;0
53174;068484611X;10;0;0
53174;078686303X;0;0;0
53174;034530456X;0;0;0
53174;034531221X;0;0;0
53174;034539657X;0;0;0
53174;037570745X;0;0;0
53174;042515601X;0;0;0
53174;014043187X;0;0;0
53174;015100692X;0;0;0
53174;034537472X;0;0;0
53174;037397096X;0;0;0
53174;038080803X;0;0;0
53174;051754489X;0;0;0
53174;067100073X;0;0;0
53174;067103992X;0;0;0
53174;069620780X;0;0;0
53174;088038722X;0;0;0
53174;156504827X;0;0;0
53229;157062917X;9;0;0
53174;082176649X;0;0;0
53174;088038266X;0;0;0
53174;155166304X;0;0;0
53174;155166819X;0;0;0
53174;158715045X;0;0;0
53229;085170669X;0;0;0
53255;039332267X;0;0;0
53177;044041833X;5;0;0
53229;080213422X;5;0;0
53256;034531882X;10;0;0
53256;055357910X;10;0;0
53256;155661456X;0;0;0
53284;344254159X;9;0;0
53365;039914840X;0;0;0
53365;055357471X;0;0;0
53392;015506360X;0;0;0
53360;059035342X;0;0;0
53392;006098824X;0;0;0
53392;037387071X;0;0;0
53392;042518045X;0;0;0
53392;044011585X;0;0;0
53392;038533334X;8;0;0
53301;034544812X;8;0;0
53278;189589753X;0;0;0
53392;006097138X;0;0;0
53392;037376233X;0;0;0
53392;037570910X;0;0;0
53365;006018650X;8;0;0
53392;006019538X;9;0;0
53392;052594527X;10;0;0
53392;055321246X;0;0;0
53418;006097298X;0;0;0
53418;038078775X;8;0;0
53418;038542017X;0;0;0
53418;034540288X;0;0;0
53418;044022165X;9;0;0
53418;067976397X;0;0;0
53418;080411109X;8;0;0
53420;044021873X;0;0;0
53430;042506462X;0;0;0
53430;080410526X;1;0;0
53430;157054476X;0;0;0
53526;097123096X;0;0;0
53392;087477859X;0;0;0
53418;044021145X;0;0;0
53420;082530427X;0;0;0
53392;193059609X;0;0;0
53430;006251377X;0;0;0
53575;039914062X;5;0;0
53614;038550120X;8;0;0
53614;076071200X;5;0;0
53628;006090349X;0;0;0
53628;055357468X;0;0;0
53566;038542471X;0;0;0
53575;044651862X;5;0;0
53614;038082101X;10;0;0
53614;044021145X;10;0;0
53614;044022392X;0;0;0
53628;055321313X;0;0;0
53559;044020934X;0;0;0
53614;042516098X;0;0;0
53614;044022165X;8;0;0
53614;063403541X;10;0;0
53614;068484267X;0;0;0
53628;037309521X;0;0;0
53628;042512343X;0;0;0
53628;044095777X;0;0;0
53628;044651747X;0;0;0
53628;044651862X;0;0;0
53628;078688911X;0;0;0
53628;156476303X;0;0;0
53614;038073186X;0;0;0
53614;044652929X;0;0;0
53628;226402769X;0;0;0
53628;381050775X;0;0;0
53628;158898608X;0;0;0
53628;225300135X;0;0;0
53628;226612515X;0;0;0
53628;158062748X;0;0;0
53639;081254949X;0;0;0
53724;020529930X;0;0;0
53741;185958165X;6;0;0
53759;043935806X;9;0;0
53851;067976397X;9;0;0
53741;044129863X;8;0;0
53789;068484267X;0;0;0
53795;884590184X;8;0;0
53800;380002537X;8;0;0
53934;226612269X;0;0;0
53942;059035342X;0;0;0
53902;034540047X;0;0;0
54206;006205161X;0;0;0
54206;042519003X;0;0;0
54145;044661193X;8;0;0
54193;157322930X;4;0;0
54206;006621288X;0;0;0
54206;067150987X;10;0;0
54218;037303637X;0;0;0
54218;037308885X;0;0;0
54218;037312144X;7;0;0
54218;037316758X;0;0;0
54218;037319594X;0;0;0
54218;037303623X;8;0;0
54218;037319529X;0;0;0
54193;014028009X;7;0;0
54193;078686818X;7;0;0
54154;158663609X;0;0;0
54193;006103083X;0;0;0
54206;006053544X;9;0;0
54206;038000917X;0;0;0
54206;158234356X;7;0;0
54218;037311995X;0;0;0
54206;068986020X;8;0;0
54218;037307493X;0;0;0
54218;037316680X;0;0;0
54218;037322267X;0;0;0
54218;037322351X;0;0;0
54218;037322575X;0;0;0
54218;037324360X;0;0;0
54218;037382503X;0;0;0
54218;051507246X;0;0;0
54218;037322530X;0;0;0
54218;037324181X;0;0;0
54218;037325329X;0;0;0
54218;037329123X;0;0;0
54218;037376507X;0;0;0
54218;037376538X;0;0;0
54218;038529574X;0;0;0
54218;050552354X;0;0;0
54218;055356711X;0;0;0
54218;076112182X;0;0;0
54218;157486078X;6;0;0
54218;037322382X;0;0;0
54218;037322463X;0;0;0
54218;037322561X;0;0;0
54218;037325184X;0;0;0
54218;037329073X;0;0;0
54218;037370688X;0;0;0
54218;037324343X;0;0;0
54218;037344172X;0;0;0
54218;037370819X;0;0;0
54218;037371162X;0;0;0
54218;037383439X;0;0;0
54218;038080249X;0;0;0
54218;044651652X;0;0;0
54218;051512768X;0;0;0
54218;055348219X;0;0;0
54218;068816269X;0;0;0
54283;067976402X;2;0;0
54218;084394000X;0;0;0
54374;067145661X;8;0;0
54374;157866005X;0;0;0
54429;037322706X;0;0;0
54374;034539092X;0;0;0
54374;055357910X;6;0;0
54514;044661081X;0;0;0
54374;087406452X;8;0;0
54429;037322561X;0;0;0
54370;044022165X;8;0;0
54429;043935806X;10;0;0
54492;084232920X;9;0;0
54564;074320607X;0;0;0
54808;006101351X;10;0;0
54808;055334949X;9;0;0
54620;037324360X;0;0;0
54652;006016767X;7;0;0
54731;076790382X;8;0;0
54740;014023828X;8;0;0
54740;074342297X;0;0;0
54624;044023722X;0;0;0
54731;031242051X;0;0;0
54783;067976402X;6;0;0
54840;042504291X;8;0;0
54884;038542034X;1;0;0
54898;076790382X;10;0;0
54884;156884168X;5;0;0
54898;013074378X;8;0;0
54898;039914255X;7;0;0
54898;089821405X;7;0;0
54884;068484267X;10;0;0
54898;076073321X;9;0;0
54898;088436996X;9;0;0
54898;094015983X;0;0;0
54898;950742895X;0;0;0
54954;284186023X;8;0;0
54884;038542471X;0;0;0
54898;068485080X;10;0;0
55006;014017737X;0;0;0
55065;020135473X;10;0;0
55065;067102535X;5;0;0
55075;067943853X;8;0;0
55075;157098025X;5;0;0
55144;014029628X;10;0;0
55178;015694877X;0;0;0
55178;055328035X;0;0;0
55178;059035342X;0;0;0
55178;081257172X;0;0;0
55178;088001380X;9;0;0
55006;074322535X;5;0;0
55006;187806777X;0;0;0
55075;006016056X;8;0;0
55075;023398691X;7;0;0
55075;055326611X;0;0;0
55075;067082982X;0;0;0
55075;067088300X;8;0;0
55075;067166493X;0;0;0
55075;078688262X;0;0;0
55086;342310676X;5;0;0
55178;078762764X;8;0;0
55178;089480023X;5;0;0
55178;187798826X;0;0;0
55075;002542730X;0;0;0
55075;067181785X;7;0;0
55075;073885025X;0;0;0
55086;055323370X;7;0;0
55178;156023377X;0;0;0
55065;044900211X;0;0;0
55075;014005829X;0;0;0
55075;087113652X;6;0;0
55178;042518305X;0;0;0
55242;044021422X;0;0;0
55395;038000321X;0;0;0
55441;044651506X;0;0;0
55409;033029637X;0;0;0
55409;184018079X;0;0;0
55441;038550120X;0;0;0
55441;094113086X;7;0;0
55490;006092943X;9;0;0
55490;015371123X;8;0;0
55490;034538475X;7;0;0
55418;067177543X;0;0;0
55409;009930810X;0;0;0
55490;012781910X;10;0;0
55490;034539657X;10;0;0
55490;038067033X;5;0;0
55441;039914465X;5;0;0
55490;038529929X;10;0;0
55490;055357812X;8;0;0
55490;078691551X;10;0;0
55490;081445495X;3;0;0
55490;055357325X;10;0;0
55490;067100316X;7;0;0
55490;078760156X;10;0;0
55490;325770044X;8;0;0
55490;156865040X;10;0;0
55490;044098761X;10;0;0
55490;055327600X;8;0;0
55490;068813582X;8;0;0
55490;083598592X;10;0;0
55490;081914262X;7;0;0
55490;156504178X;10;0;0
55493;034068948X;9;0;0
55493;034544907X;7;0;0
55493;038078775X;5;0;0
55493;053400167X;5;0;0
55493;067101417X;6;0;0
55493;080213825X;9;0;0
55493;158574218X;0;0;0
55493;015600710X;10;0;0
55493;067978148X;6;0;0
55493;068812156X;0;0;0
55518;067100767X;0;0;0
55493;006101253X;7;0;0
55493;044021727X;5;0;0
55493;044920801X;0;0;0
55493;051512219X;0;0;0
55493;052135871X;5;0;0
55493;067976402X;0;0;0
55493;080211590X;5;0;0
55493;040983453X;5;0;0
55493;051511992X;0;0;0
55493;052594558X;6;0;0
55493;157322068X;9;0;0
55583;344243761X;0;0;0
55559;006017949X;7;0;0
55622;067187697X;9;0;0
55687;155597354X;8;0;0
55760;067974536X;0;0;0
55826;038509423X;10;0;0
55858;031298328X;0;0;0
55858;055325846X;0;0;0
55858;067153288X;8;0;0
55858;068816112X;0;0;0
55858;074320218X;0;0;0
55858;080411286X;0;0;0
55858;044651747X;0;0;0
55858;034539657X;0;0;0
55858;044661162X;7;0;0
55858;055322588X;0;0;0
55858;080411787X;0;0;0
55862;155874262X;0;0;0
55826;075151635X;0;0;0
55962;031205436X;0;0;0
56039;226402996X;0;0;0
56039;226612160X;9;0;0
56039;207040904X;0;0;0
56039;225300314X;7;0;0
56039;057120631X;0;0;0
56039;222610688X;7;0;0
56039;229012950X;10;0;0
56039;229030039X;0;0;0
56193;044020562X;0;0;0
56223;096722490X;0;0;0
56167;284205461X;0;0;0
56039;270241351X;0;0;0
56183;006106453X;0;0;0
56271;014044629X;8;0;0
56271;014062158X;8;0;0
56271;014062239X;0;0;0
56271;033035566X;8;0;0
56271;014062063X;0;0;0
56271;044651909X;7;0;0
56271;034540551X;8;0;0
56271;034910509X;0;0;0
56271;057506885X;0;0;0
56271;014009430X;9;0;0
56271;014062273X;9;0;0
56271;019281642X;0;0;0
56271;034015098X;0;0;0
56271;034079321X;8;0;0
56271;041315310X;0;0;0
56271;038542017X;7;0;0
56271;042513945X;7;0;0
56271;046087294X;8;0;0
56271;055213290X;7;0;0
56271;055214357X;0;0;0
56271;074323152X;0;0;0
56271;184046061X;0;0;0
56271;193212800X;0;0;0
56271;086358067X;0;0;0
56271;185227686X;0;0;0
56276;970051336X;10;0;0
56341;081673691X;7;0;0
56271;075350491X;7;0;0
56271;086358070X;0;0;0
56272;002862386X;0;0;0
56272;068986437X;0;0;0
56272;155105096X;10;0;0
56271;075151635X;0;0;0
56271;086369182X;6;0;0
56271;184018163X;0;0;0
56271;185326640X;0;0;0
56271;185487537X;9;0;0
56271;185984412X;0;0;0
56272;055380250X;8;0;0
56272;074325144X;0;0;0
56276;840147941X;0;0;0
56276;849550166X;0;0;0
56276;950511446X;10;0;0
56360;325720373X;5;0;0
56360;344272368X;0;0;0
56360;349922786X;8;0;0
56360;347261529X;0;0;0
56360;349914333X;0;0;0
56360;359625180X;6;0;0
56360;325722575X;0;0;0
56360;344272872X;0;0;0
56447;006105691X;9;0;0
56447;003004622X;0;0;0
56447;007303195X;0;0;0
56447;014027927X;0;0;0
56447;007248036X;6;0;0
56447;030768122X;0;0;0
56447;038057067X;0;0;0
56447;038541711X;0;0;0
56447;039481150X;0;0;0
56447;034538475X;0;0;0
56447;037582779X;0;0;0
56447;044040665X;0;0;0
56447;051513399X;0;0;0
56447;055305614X;0;0;0
56447;044017242X;6;0;0
56447;044072337X;0;0;0
56447;044900371X;6;0;0
56447;048627263X;0;0;0
56447;020187072X;0;0;0
56447;037309521X;0;0;0
56447;038077593X;7;0;0
56447;030768119X;0;0;0
56447;031215125X;0;0;0
56447;034529873X;0;0;0
56447;037322608X;0;0;0
56447;039529648X;0;0;0
56447;044100315X;0;0;0
56447;044021145X;0;0;0
56447;044040164X;0;0;0
56447;044075934X;0;0;0
56447;044651747X;0;0;0
56447;051510468X;0;0;0
56447;055315835X;0;0;0
56447;059042002X;0;0;0
56447;059043411X;0;0;0
56447;076241085X;0;0;0
56447;078670649X;0;0;0
56447;083082300X;0;0;0
56447;085456280X;0;0;0
56447;091031327X;0;0;0
56447;091031330X;0;0;0
56447;059042503X;0;0;0
56447;059044252X;0;0;0
56447;067144834X;0;0;0
56447;067177056X;0;0;0
56447;067978151X;0;0;0
56447;071461792X;0;0;0
56447;055344123X;0;0;0
56447;055344378X;0;0;0
56447;059046597X;0;0;0
56447;061810450X;8;0;0
56447;067166218X;0;0;0
56447;068814652X;0;0;0
56447;081120765X;0;0;0
56447;081616276X;0;0;0
56447;087857090X;0;0;0
56447;068983571X;0;0;0
56447;069707837X;0;0;0
56447;074347712X;0;0;0
56447;078686947X;0;0;0
56447;080410526X;0;0;0
56447;081297106X;8;0;0
56447;081670905X;0;0;0
56447;087508401X;0;0;0
56447;059035342X;7;0;0
56447;059041058X;0;0;0
56447;059042761X;0;0;0
56447;059046857X;0;0;0
56447;067146714X;0;0;0
56447;067172276X;0;0;0
56447;082176828X;0;0;0
56447;087637979X;0;0;0
56447;088396001X;0;0;0
56447;088404632X;0;0;0
56447;156977563X;0;0;0
56447;185326203X;0;0;0
56447;189232394X;0;0;0
56470;345387031X;0;0;0
56447;157521069X;0;0;0
56447;157748651X;0;0;0
56447;159182303X;0;0;0
56447;185242401X;0;0;0
56447;186019656X;0;0;0
56470;344244554X;0;0;0
56447;158898608X;8;0;0
56470;349922691X;0;0;0
56657;002550665X;0;0;0
56663;044021145X;8;0;0
56676;039592720X;8;0;0
56772;044023722X;5;0;0
56856;006000133X;0;0;0
56856;034524625X;0;0;0
56856;034538184X;0;0;0
56856;034543076X;0;0;0
56856;034545782X;0;0;0
56856;037575797X;0;0;0
56663;006001203X;5;0;0
56713;039330597X;10;0;0
56856;014034893X;7;0;0
56856;032111583X;0;0;0
56856;037540273X;0;0;0
56856;037571927X;0;0;0
56803;048622791X;4;0;0
56663;014034912X;0;0;0
56856;014100018X;0;0;0
56856;034536676X;0;0;0
56856;006101351X;0;0;0
56856;014044615X;0;0;0
56856;030680932X;10;0;0
56856;034542624X;0;0;0
56856;038070384X;0;0;0
56856;039914207X;0;0;0
56856;044008735X;0;0;0
56856;044021145X;7;0;0
56856;042510687X;0;0;0
56856;042512892X;0;0;0
56856;042516098X;0;0;0
56856;044020562X;0;0;0
56856;044022165X;10;0;0
56856;044107958X;0;0;0
56856;044922287X;0;0;0
56856;055356160X;0;0;0
56856;055356451X;0;0;0
56856;067152044X;0;0;0
56856;067162508X;0;0;0
56856;038077884X;0;0;0
56856;042510107X;0;0;0
56856;042513525X;0;0;0
56856;042518109X;0;0;0
56856;044630798X;0;0;0
56856;038071938X;0;0;0
56856;044021680X;0;0;0
56856;044661064X;0;0;0
56856;061832965X;0;0;0
56856;051700819X;0;0;0
56856;052342048X;0;0;0
56856;059043053X;5;0;0
56856;067978330X;0;0;0
56856;068482499X;0;0;0
56856;068485743X;0;0;0
56856;068486259X;0;0;0
56856;082172164X;0;0;0
56856;088404291X;0;0;0
56856;088419597X;0;0;0
56856;067976402X;0;0;0
56856;068480154X;0;0;0
56856;068483619X;0;0;0
56856;074341182X;0;0;0
56856;074343434X;0;0;0
56856;076791032X;7;0;0
56856;088404632X;0;0;0
56856;094045050X;8;0;0
56856;155704208X;0;0;0
56856;155704404X;8;0;0
56856;156849663X;0;0;0
56856;074340016X;0;0;0
56856;074347144X;0;0;0
56856;074341926X;0;0;0
56856;076790592X;0;0;0
56856;078688505X;0;0;0
56856;080411109X;0;0;0
56856;080411868X;0;0;0
56856;081221725X;0;0;0
56856;088404288X;0;0;0
57006;055358183X;0;0;0
57006;037370285X;0;0;0
57006;055357888X;0;0;0
57006;067102079X;0;0;0
57006;067165912X;9;0;0
57006;067166929X;0;0;0
57006;074346401X;0;0;0
57105;034538475X;9;0;0
57006;034531221X;0;0;0
57006;044011585X;0;0;0
57006;006106100X;0;0;0
57006;037329011X;0;0;0
57006;042517607X;0;0;0
57006;055356451X;0;0;0
57006;067101398X;0;0;0
57006;067103636X;9;0;0
57105;067102700X;7;0;0
57200;044023719X;0;0;0
57148;075530540X;0;0;0
57164;044661064X;0;0;0
57217;055329024X;0;0;0
57412;037325024X;10;0;0
57302;034540288X;0;0;0
57302;140005446X;10;0;0
57449;034539657X;0;0;0
57402;096533192X;0;0;0
57418;077109972X;8;0;0
57449;315000098X;9;0;0
57449;325722575X;8;0;0
57449;340411566X;0;0;0
57449;345305136X;8;0;0
57449;347354034X;0;0;0
57449;340492035X;9;0;0
57449;354824355X;7;0;0
57449;355174131X;10;0;0
57599;043912042X;0;0;0
57599;847166738X;0;0;0
57449;345309221X;9;0;0
57599;067976402X;0;0;0
57612;058351149X;0;0;0
57726;048640109X;0;0;0
57726;067976402X;5;0;0
57935;042513525X;7;0;0
57986;039914112X;8;0;0
58009;037321815X;0;0;0
58009;088730995X;0;0;0
57897;068985482X;10;0;0
57726;020530902X;0;0;0
57986;156865099X;5;0;0
58067;044651506X;0;0;0
58067;055305340X;0;0;0
58120;042513525X;10;0;0
58067;055357227X;0;0;0
58067;842046435X;0;0;0
58210;014062063X;10;0;0
58210;185326024X;0;0;0
58202;033037625X;6;0;0
58067;039330700X;9;0;0
58067;840149236X;8;0;0
58379;055329461X;7;0;0
58397;207036125X;6;0;0
58397;224653691X;0;0;0
58397;291358800X;7;0;0
58456;033034434X;0;0;0
58458;034545183X;7;0;0
58325;091317503X;0;0;0
58316;006098824X;0;0;0
58351;086316157X;10;0;0
58379;844066690X;8;0;0
58397;226610490X;0;0;0
58426;055384007X;7;0;0
58456;056336355X;8;0;0
58458;071712469X;0;0;0
58512;081297106X;0;0;0
58489;044020562X;10;0;0
58497;222611582X;0;0;0
58588;345305136X;0;0;0
58594;055357924X;0;0;0
58629;044022165X;9;0;0
58594;051512463X;0;0;0
58594;067172052X;4;0;0
58594;074341022X;7;0;0
58641;055357695X;0;0;0
58641;067187263X;0;0;0
58641;078684549X;8;0;0
58746;076530953X;0;0;0
58768;185230698X;0;0;0
58489;156718796X;6;0;0
58497;225300314X;10;0;0
58497;225313922X;5;0;0
58594;042518904X;8;0;0
58641;078686818X;0;0;0
58594;051513290X;7;0;0
58628;034544356X;0;0;0
58641;038000917X;0;0;0
58641;067173685X;0;0;0
58768;067173573X;9;0;0
58768;067173590X;0;0;0
58878;014026065X;0;0;0
58961;067169796X;0;0;0
59038;042515601X;0;0;0
59102;034545104X;0;0;0
58961;067165411X;0;0;0
59038;039607412X;0;0;0
59038;044021145X;10;0;0
59038;155874262X;8;0;0
59059;055356983x;8;0;0
59059;067100767x;3;0;0
59105;034546687X;0;0;0
58961;044166251X;8;0;0
59038;044022165X;0;0;0
59040;037541326X;0;0;0
59059;156076340X;0;0;0
59189;037379035X;0;0;0
59189;039914840X;8;0;0
59189;014025448X;0;0;0
59189;034541389X;0;0;0
59189;037325945X;0;0;0
59189;037325976X;0;0;0
59189;042518630X;0;0;0
59189;074340615X;0;0;0
59189;044023655X;0;0;0
59189;055356160X;7;0;0
59189;055356823X;0;0;0
59189;037325931X;0;0;0
59189;051512608X;0;0;0
59189;067103409X;0;0;0
59189;088038672X;0;0;0
59189;088038901X;0;0;0
59297;038079487X;0;0;0
59303;034538184X;9;0;0
59305;006019541X;0;0;0
59296;000617616X;6;0;0
59488;038550926X;6;0;0
59727;042518630X;0;0;0
59727;080410526X;0;0;0
59727;081981153X;0;0;0
59727;006100331X;0;0;0
59727;055334983X;0;0;0
59727;156504813X;0;0;0
59727;156865524X;0;0;0
59808;014028009X;0;0;0
59820;006272018X;0;0;0
59820;031286101X;0;0;0
59820;055337544X;0;0;0
59727;034536015X;0;0;0
59727;055310702X;0;0;0
59727;042510107X;0;0;0
59727;059005368X;7;0;0
59727;068480753X;0;0;0
59820;067188526X;0;0;0
59820;034538475X;10;0;0
